Exon mobile;Equity;#Shares;100000;
04/10/1999;37,25;37,46875;36,0625;36,5
05/10/1999;36,375;36,6875;35,625;36,09375
06/10/1999;36,0625;37;35,8125;37
07/10/1999;36,90625;36,90625;36,3125;36,5625
08/10/1999;36,3125;36,65625;36,03125;36,375
11/10/1999;36,375;36,84375;36,25;36,6875
12/10/1999;36,71875;37,0625;36,53125;36,65625
13/10/1999;37,0625;37,125;36,6875;36,8125
14/10/1999;36,625;37,375;36,4375;37,1875
15/10/1999;37,15625;37,15625;36;36
18/10/1999;36,125;36,59375;35,75;36,5
19/10/1999;36,9375;37;36,46875;36,71875
20/10/1999;36,9375;38,3125;36,78125;38,25
21/10/1999;37,75;38,1875;37,53125;38,03125
22/10/1999;38,4375;38,46875;37,9375;38,4375
25/10/1999;37,875;38,0625;36,875;37
26/10/1999;36,5;36,6875;35,84375;36,03125
27/10/1999;36,0625;36,4375;35,75;35,875
28/10/1999;36,375;36,96875;36,1875;36,5625
29/10/1999;36,8125;37,25;36,34375;37,03125
01/11/1999;37,03125;37,5;36,78125;37,375
02/11/1999;37,1875;37,59375;36,96875;37,0625
03/11/1999;37,3125;37,3125;36,28125;36,5
04/11/1999;36,84375;36,96875;36,25;36,5
05/11/1999;36,5;36,5;35,03125;35,3125
08/11/1999;35,5;37,40625;35,5;37,15625
09/11/1999;37,46875;37,6875;37,1875;37,65625
10/11/1999;37,8125;38,09375;37,65625;38
11/11/1999;38,03125;38,4375;37,6875;38,40625
12/11/1999;38,46875;38,96875;38,25;38,9375
15/11/1999;38,9375;39,03125;38,6875;39
16/11/1999;39,125;39,59375;38,5;39,59375
17/11/1999;39,5625;40,625;39,5;40,125
18/11/1999;40,5;40,6875;40,09375;40,53125
19/11/1999;40,5;40,53125;39,8125;39,84375
22/11/1999;39,84375;40,03125;39,59375;39,77148438
23/11/1999;39,9375;39,96875;38,84375;38,99804688
24/11/1999;38,9375;39,8125;38,78125;39,5625
26/11/1999;39,25;39,53125;39;39
29/11/1999;38,9375;39,75;38,78125;39,6875
30/11/1999;40;40,09375;39,4375;39,65625
01/12/1999;39,625;41,4375;39,625;41,25
02/12/1999;41,4375;41,4375;40,625;41,0390625
03/12/1999;41;41,5625;40,8125;41,26367188
06/12/1999;41,125;42;41;41,9375
07/12/1999;42;42,59375;41,875;41,9375
08/12/1999;41,8125;42,25;41,3125;42,03125
09/12/1999;42,1875;43,28125;41,9375;43,0625
10/12/1999;42,90625;42,90625;41,34375;41,40625
13/12/1999;41,6875;41,90625;40,53125;41,328125
14/12/1999;41;41,5625;41;41,1875
15/12/1999;41,625;42,125;41,53125;41,53125
16/12/1999;40,875;42,40625;40,875;41,875
17/12/1999;41,96875;42,125;41,125;41,3125
20/12/1999;41,625;41,84375;40,5;40,6875
21/12/1999;40,5;41;40,3125;40,375
22/12/1999;40,34375;40,9375;40,03125;40,5
23/12/1999;41,21875;42,03125;40,75;41,90625
27/12/1999;41,96875;42,09375;40,625;40,625
28/12/1999;40,78125;41,28125;40,25;40,28125
29/12/1999;40,5;41,15625;40,4375;40,59375
30/12/1999;40,6875;40,6875;39,875;40,21875
31/12/1999;40,28125;40,5;40,09375;40,28125
03/01/2000;39,75;40,375;38,9375;39,15625
04/01/2000;38,6875;39,09375;38,25;38,40625
05/01/2000;39;40,875;38,90625;40,5
06/01/2000;40,3125;42,90625;40,09375;42,59375
07/01/2000;42,96875;43,125;42;42,46875
10/01/2000;42,09375;42,3125;41,78125;41,875
11/01/2000;41,875;42,625;41,8125;42
12/01/2000;41,625;42,1875;41,40625;41,75
13/01/2000;41,75;43;41,5625;42,71875
14/01/2000;42,75;42,75;41,5;41,875
18/01/2000;41,375;42,75;41,1875;42,375
19/01/2000;42,125;42,9375;41,84375;42,78125
20/01/2000;42,59375;42,625;41,34375;41,84375
21/01/2000;42;42,59375;41,65625;42,5
24/01/2000;42,71875;43,15625;41,5;42,125
25/01/2000;42;43,0625;41,90625;42,03125
26/01/2000;42,03125;42,28125;41,34375;41,75
27/01/2000;41,65625;41,65625;39,875;40,5
28/01/2000;40;40,5;39,4375;39,4375
31/01/2000;39,3125;41,78125;38,9375;41,4375
01/02/2000;41,65625;41,71875;40,6875;41,59375
02/02/2000;41,625;42,4375;41,625;41,90625
03/02/2000;41,71875;42;40,03125;41,1875
04/02/2000;41,75;41,75;40,03125;40,4375
07/02/2000;39,75;40,625;39,75;40,375
08/02/2000;40,5;40,9375;39,34375;39,46875
09/02/2000;38,375;38,65625;38;38,125
10/02/2000;38,125;38,84375;37,65625;37,9375
11/02/2000;38;38,34375;36,34375;36,9375
14/02/2000;37,25;38,46875;37,21875;38,21875
15/02/2000;38,875;40,28125;38,71875;39,65625
16/02/2000;39,5;40,1875;39,1875;40
17/02/2000;39,5;39,5;38,65625;38,9375
18/02/2000;38,65625;38,6875;37,5;37,5
22/02/2000;38,125;38,46875;37,25;37,71875
23/02/2000;37,0625;37,90625;36,5625;37,3125
24/02/2000;36,34375;36,71875;35,75;36,40625
25/02/2000;36,28125;37,1875;35;35,53125
28/02/2000;35,5;37,65625;34,9375;36,75
29/02/2000;36,75;37,8125;36,46875;37,65625
01/03/2000;37,6875;38,125;36,59375;38,03125
02/03/2000;38;38,84375;37,78125;38,5
03/03/2000;38,25;38,25;37,125;37,84375
06/03/2000;37;37,5;36;36,46875
07/03/2000;36,0625;40,5;36;40
08/03/2000;38,75;41;38,75;39,8125
09/03/2000;39;40,28125;38,71875;40,21875
10/03/2000;40;40,09375;38,15625;38,515625
13/03/2000;38,25;38,96875;37,1875;37,9375
14/03/2000;37,5625;39;37,3125;38,625
15/03/2000;38,59375;39;37,34375;38,875
16/03/2000;39;39,96875;37,9375;39,875
17/03/2000;39,65625;39,84375;38,5;38,5625
20/03/2000;38,09375;38,65625;37,15625;37,4375
21/03/2000;37,875;38,875;37,8125;38,5
22/03/2000;38,5;38,5;37,21875;37,46875
23/03/2000;37,3125;38,03125;37,15625;37,75
24/03/2000;37,875;38,78125;37,8125;38,625
27/03/2000;38,625;39,09375;37,875;38,25390625
28/03/2000;37,8125;39,5;37,8125;39,5
29/03/2000;39,09375;40,96875;38,875;40,25
30/03/2000;40,71875;40,90625;38,84375;39,3125
31/03/2000;39,4375;39,96875;38,90625;39
03/04/2000;38,875;40,375;38,84375;40,25
04/04/2000;39,96875;41,4375;39,96875;41,25
05/04/2000;41;41,5625;39,75;39,875
06/04/2000;40,28125;41;40,03125;40,875
07/04/2000;40,5;40,6875;39,53125;39,78125
10/04/2000;39,5;39,8125;39,0625;39,125
11/04/2000;39,46875;40,46875;39,34375;39,6875
12/04/2000;40;40,75;39,84375;39,96875
13/04/2000;39,96875;40,5;39,40625;40
14/04/2000;39,90625;40,875;39;39,375
17/04/2000;39,3125;39,6875;37,5625;37,75
18/04/2000;38;38,40625;37,5;38,09375
19/04/2000;38,125;39,21875;38;38,71875
20/04/2000;38,71875;39,5;38,53125;39,5
24/04/2000;39,3125;40,5;38,59375;39,9375
25/04/2000;40,125;40,75;40,0625;40,5
26/04/2000;40,5;40,5;39,65625;40,0625
27/04/2000;39,8125;40,46875;39,3125;40,34375
28/04/2000;40,21875;40,21875;38,84375;38,84375
01/05/2000;39,15625;39,53125;38,84375;39
02/05/2000;39,09375;39,78125;39;39,125
03/05/2000;39,1875;39,21875;38,5;38,75
04/05/2000;39;39,84375;38,90625;39,75
05/05/2000;39,375;40;39,34375;40
08/05/2000;39,9375;40,375;39,6875;40,21875
09/05/2000;40,25;40,4375;39,375;39,71875
10/05/2000;39,84375;41,0625;39,8125;40,75
11/05/2000;40,90625;41,6875;40,75;41,46875
12/05/2000;41,21875;41,34375;40,84375;41,01171875
15/05/2000;40,96875;41,9375;40,875;41,8125
16/05/2000;41,625;41,84375;41,125;41,625
17/05/2000;41;41,25;40,25;40,6875
18/05/2000;40,75;41,1875;40,46875;40,72265625
19/05/2000;40,09375;41,0625;39,96875;40,875
22/05/2000;41,1875;41,96875;41,125;41,65625
23/05/2000;41,71875;41,78125;40,8125;41,5
24/05/2000;41,40625;41,71875;41,03125;41,46875
25/05/2000;41,1875;41,28125;40,34375;40,71875
26/05/2000;40,84375;41,5625;40,78125;41,1875
30/05/2000;41;41,8125;40,90625;41,75
31/05/2000;41,5;41,9375;41,15625;41,65625
01/06/2000;41,78125;41,78125;40,4375;41,46875
02/06/2000;40,53125;40,96875;39,3125;39,59375
05/06/2000;39,5;39,875;39,5;39,65625
06/06/2000;39,5;41,25;39,375;41,15625
07/06/2000;41;41,21875;40,4375;40,5625
08/06/2000;40,0625;40,3125;39,96875;40,03125
09/06/2000;40;40,28125;39,5625;39,59375
12/06/2000;39,9375;40,84375;39,9375;40,375
13/06/2000;40,625;41;40,5;40,59375
14/06/2000;40,96875;41,875;40,875;41,3125
15/06/2000;41,25;41,75;40,875;41,21875
16/06/2000;41,3125;42,1875;41,3125;42,1875
19/06/2000;41,96875;42,125;41,25;42,03125
20/06/2000;41,25;41,6875;40,875;41,625
21/06/2000;41;42,21875;40,90625;41,9765625
22/06/2000;42,1875;42,375;41;41,34375
23/06/2000;41,6875;41,875;41,34375;41,5625
26/06/2000;41,625;42,09375;41,375;41,6796875
27/06/2000;41,71875;41,8125;40,96875;41,03125
28/06/2000;41,03125;41,3125;40,78125;41,0625
29/06/2000;40,78125;41;40,5;40,6015625
30/06/2000;40,34375;40,46875;38,84375;39,25
03/07/2000;39,40625;39,875;39,375;39,7734375
05/07/2000;39,46875;39,46875;38,28125;38,46875
06/07/2000;38,875;39,6875;38,78125;39,09375
07/07/2000;39,3125;39,6875;39;39,2578125
10/07/2000;39,25;39,59375;39;39,0625
11/07/2000;39,0625;40,375;39,0625;40,28125
12/07/2000;40,15625;40,25;39,3046875;39,3046875
13/07/2000;39,25;39,3125;38,6875;39
14/07/2000;38,71875;38,9375;38,21875;38,78125
17/07/2000;39,96875;39,96875;38,875;39,375
18/07/2000;39,03125;39,46875;38,75;39,09375
19/07/2000;39,3125;39,65625;39,0625;39,34375
20/07/2000;39,28125;39,75;39;39,0625
21/07/2000;39,34375;39,375;38,4375;38,5625
24/07/2000;38,5;38,65625;37,9375;38,625
25/07/2000;38,5;38,75;37,5625;37,6875
26/07/2000;38,15625;38,4375;37,875;38,09375
27/07/2000;38,5;40,5;38,5;40,25
28/07/2000;40,03125;40,46875;39,8125;40
31/07/2000;40,03125;40,5625;39,59375;40,09375
01/08/2000;40,46875;40,78125;39,875;40
02/08/2000;40,71875;41,5625;40,625;41,4375
03/08/2000;41,375;41,78125;40,5;40,71875
04/08/2000;40,625;41,0625;39,96875;40,8515625
07/08/2000;40,4375;40,71875;40,34375;40,4453125
08/08/2000;40,4375;40,59375;40,1875;40,3984375
09/08/2000;40,8125;41,125;40,53125;40,53125
10/08/2000;40,5;41,03125;40,5;40,5
11/08/2000;41,21875;41,21875;40,5625;40,6875
14/08/2000;41,09375;41,5;40,78125;41,28125
15/08/2000;41,5;41,6875;40,625;40,65625
16/08/2000;40,84375;41,38476563;40,8125;41,38476563
17/08/2000;41,375;42;41,375;41,90625
18/08/2000;41,59375;41,84375;41,125;41,45898438
21/08/2000;41,5;41,875;41,375;41,75
22/08/2000;41,90625;42;41,5;41,5625
23/08/2000;41,875;42,375;41,875;42,25
24/08/2000;41,6875;41,6875;41,25;41,46875
25/08/2000;41,5;41,84375;41,21875;41,46875
28/08/2000;41,34375;41,90625;41,28125;41,40625
29/08/2000;41,40625;41,5;41,125;41,25976563
30/08/2000;41,15625;41,1875;40,59375;40,67773438
31/08/2000;40,875;41,125;40,6875;40,82226563
01/09/2000;41;41,4375;40,875;41,25
05/09/2000;41,5625;41,75;41,28125;41,6875
06/09/2000;41,78125;42,03125;41,5;41,5
07/09/2000;41,75;42,09375;41,75;41,875
08/09/2000;41,53125;41,75;41,125;41,75
11/09/2000;41,75;42,75;41,71875;42,49023438
12/09/2000;42,875;43,21875;42,375;42,875
13/09/2000;42,90625;42,90625;42,625;42,90625
14/09/2000;42,78125;42,84375;42,40625;42,63476563
15/09/2000;43,4375;44,9375;43,3125;44
18/09/2000;44,5625;45,375;44,5;44,82226563
19/09/2000;44,53125;44,625;43,9375;44
20/09/2000;44,09375;44,71875;43,21875;43,25
21/09/2000;43,125;43,4375;42,78125;43,15625
22/09/2000;43,15625;43,375;42,4375;43,25
25/09/2000;42,9375;43,03125;42,15625;42,92773438
26/09/2000;43;43,90625;43;43,3125
27/09/2000;43,375;44,75;43,34375;44,625
28/09/2000;44,65625;44,9375;44,28125;44,57226563
29/09/2000;44,8125;44,96875;44,5;44,55273438
02/10/2000;44,6875;45,84375;44,6875;45,71875
03/10/2000;45,46875;45,8125;45,25;45,40625
04/10/2000;45,09375;45,15625;44,375;44,625
05/10/2000;44,3125;44,875;43,96875;44,59375
06/10/2000;44,96875;45,65625;44,53125;44,71875
09/10/2000;44,71875;45,78125;44,625;45,5625
10/10/2000;45,84375;46,90625;45,75;46,65625
11/10/2000;46,96875;47,71875;46,6875;46,875
12/10/2000;46,5;47,4375;46,46875;47,0625
13/10/2000;46,59375;46,71875;44,78125;45,25
16/10/2000;45,25;45,25;43,71875;43,90625
17/10/2000;44,4375;44,875;43,65625;43,90625
18/10/2000;44,5;44,84375;43,21875;43,28125
19/10/2000;43,1875;44,09375;42,90625;43,25
20/10/2000;43,15625;44,21875;43,15625;44,21875
23/10/2000;44,1875;44,59375;43,5625;44,53125
24/10/2000;45;45,125;43,25;43,375
25/10/2000;44,25;44,25;43,5;43,59375
26/10/2000;44,09375;44,46875;43,78125;43,875
27/10/2000;43,25;43,84375;43,125;43,78125
30/10/2000;43,78125;44,90625;43,78125;44,71875
31/10/2000;44,71875;44,9375;43,78125;44,59375
01/11/2000;44,96875;46,03125;44,96875;46,03125
02/11/2000;45,46875;45,5;44,0625;44,09375
03/11/2000;44;44,46875;43,6875;43,75
06/11/2000;43,875;44,59375;43,40625;44,34375
07/11/2000;44,46875;45,1875;44,3125;44,5
08/11/2000;44,5;45,53125;44,5;45,34375
09/11/2000;45,4375;45,625;44,09375;44,9375
10/11/2000;44,9375;45,34375;44,78125;44,78125
13/11/2000;44,8125;45,59375;44,15625;44,96875
14/11/2000;44,875;45,34375;44,625;44,9375
15/11/2000;45,375;45,6875;44,9375;45,1875
16/11/2000;45,15625;45,84375;44,96875;45,34375
17/11/2000;45,34375;45,5;44,90625;45,15625
20/11/2000;45,28125;45,96875;45,28125;45,6875
21/11/2000;45,59375;47,1875;45,59375;46,5625
22/11/2000;46,25;47,1875;46,0625;47,125
24/11/2000;47,03125;47,34375;46,96875;47,21875
27/11/2000;46,75;47;46,375;46,5625
28/11/2000;46,28125;47,15625;46,15625;46,53125
29/11/2000;46,09375;46,09375;44,34375;44,46875
30/11/2000;44,75;45;43,28125;44
01/12/2000;43,96875;44,71875;43,96875;44,40625
04/12/2000;44,40625;45,5;44,375;45,34375
05/12/2000;45,125;45,6875;43,875;44,1875
06/12/2000;43,5625;44;42,84375;43,125
07/12/2000;43,25;44,625;43,25;44
08/12/2000;44,03125;44,65625;43,40625;44,25
11/12/2000;44,28125;44,34375;42,8125;42,875
12/12/2000;43,59375;43,6875;42,96875;43,28125
13/12/2000;43,375;44,15625;43,375;43,84375
14/12/2000;43,375;43,59375;42,5625;42,75
15/12/2000;42,25;43,25;42,0625;42,0625
18/12/2000;42,125;43,4375;42,03125;43,1875
19/12/2000;43,0625;44,25;43,0625;43,59375
20/12/2000;43,625;43,75;42,5625;42,59375
21/12/2000;42,5;43,375;42,375;42,375
22/12/2000;42,4375;43,46875;42,3125;43,40625
26/12/2000;43,40625;44,40625;43,40625;44,28125
27/12/2000;44,40625;44,65625;43,59375;43,875
28/12/2000;43,8125;43,875;43,3125;43,4375
29/12/2000;43,5;44;43;43,46875
02/01/2001;43,34375;44,6875;43,25;44,5625
03/01/2001;44,5625;44,875;42,625;42,625
04/01/2001;42,8125;42,875;40,96875;41,4375
05/01/2001;41,4375;42,53125;41,40625;41,625
08/01/2001;41,75;42,09375;41,375;41,4375
09/01/2001;41,3125;41,3125;40,71875;41
10/01/2001;41,125;41,21875;40,21875;40,5
11/01/2001;40,8125;41,4375;40,6875;40,875
12/01/2001;40,875;41,5;40,46875;41,40625
16/01/2001;40,9375;41,21875;40,28125;40,90625
17/01/2001;40,53125;40,71875;39,8125;40,125
18/01/2001;40,28125;40,3125;39,5;39,5625
19/01/2001;39,4375;39,9375;39,34375;39,71875
22/01/2001;39,875;40,3125;39,625;40,125
23/01/2001;40,25;40,96875;40,0625;40,90625
24/01/2001;41,125;41,25;40,5;40,8125
25/01/2001;41,15625;41,40625;41;41,25
26/01/2001;41,25;41,28125;40,34375;40,5
29/01/2001;40,025;40,6;39,845;40,1
30/01/2001;40,75;41,225;40,1;40,99
31/01/2001;41,375;42,19;41,375;42,075
01/02/2001;42,075;42,075;41,4;41,745
02/02/2001;41,9;42,25;41,45;41,495
05/02/2001;41,625;42,55;41,625;42,4
06/02/2001;42,475;42,48;41,8;42,17
07/02/2001;42,25;42,575;41,905;42,18
08/02/2001;42,375;42,7;42;42,25
09/02/2001;42,375;43,325;42,375;42,93
12/02/2001;42,93;43,125;42,685;42,88
13/02/2001;42,475;42,675;42,2;42,395
14/02/2001;41,975;42,475;41,75;41,965
15/02/2001;41,6;41,7;40,775;41,25
16/02/2001;41,6;42,37;41,5;42,01
20/02/2001;41,8;42,195;41,325;41,9
21/02/2001;42,4;42,6;41,75;41,76
22/02/2001;42;42,25;41,75;42,105
23/02/2001;42;42,105;41,38;41,75
26/02/2001;41,425;42;41,325;41,9
27/02/2001;41,95;42,05;40,95;41,15
28/02/2001;41,25;41,48;40,4525;40,525
01/03/2001;40,4;41,25;40,385;40,7
02/03/2001;41,35;41,935;41,09;41,605
05/03/2001;41,475;42,2;41,435;41,925
06/03/2001;42,05;42,15;41,6;41,8
07/03/2001;42,05;42,175;41,705;42,105
08/03/2001;42,105;42,925;42,005;42,925
09/03/2001;42,8;43,245;42,63;42,995
12/03/2001;42,995;42,995;41,875;41,88
13/03/2001;41,6;41,765;41,24;41,65
14/03/2001;41,15;41,5;40,975;41,32
15/03/2001;41,875;41,875;40,725;41,475
16/03/2001;40,925;41,45;40,84;40,85
19/03/2001;40,7;41,42;40,625;40,63
20/03/2001;40,65;41,335;40,305;40,33
21/03/2001;40,215;40,62;39,79;39,905
22/03/2001;39,875;40,025;37,6;38,85
23/03/2001;38,375;38,975;38,255;38,45
26/03/2001;38,995;39,37;38,895;39,125
27/03/2001;39,65;40,55;39,535;40,32
28/03/2001;39,85;40;38,9;39,325
29/03/2001;38,95;39,35;38,7;39,145
30/03/2001;39,525;40,5;39,5;40,5
02/04/2001;40,5;40,65;39,53;39,8
03/04/2001;39,65;39,725;38,5;38,95
04/04/2001;38,95;39,86;38,915;39,35
05/04/2001;39,95;40,495;39,65;40,465
06/04/2001;40,5;41,05;39,55;41,05
09/04/2001;41,05;41,52;40,96;41,255
10/04/2001;41,75;42,245;41,5;42
11/04/2001;41,525;41,6;40,8;40,97
12/04/2001;40,975;41,43;40,755;41
16/04/2001;41,06;42,29;41,06;42,275
17/04/2001;41,75;42,395;41,75;42,355
18/04/2001;42,35;42,705;41,855;42,565
19/04/2001;42,275;42,6;41,845;42,225
20/04/2001;42,15;42,695;42,15;42,585
23/04/2001;42,975;44,015;42,95;44
24/04/2001;44;44,5;43,6;43,745
25/04/2001;44;44,915;43,85;44,545
26/04/2001;44,65;44,775;44,275;44,425
27/04/2001;44,55;44,63;44,1;44,53
30/04/2001;44,45;44,94;44,275;44,3
01/05/2001;44,4;44,52;44,075;44,4
02/05/2001;43,825;43,83;43,13;43,25
03/05/2001;43,25;43,4;42,725;43,05
04/05/2001;43,055;43,895;43,055;43,775
07/05/2001;43,775;44,41;43,625;44,095
08/05/2001;44,05;44,575;43,8;44,37
09/05/2001;44,55;44,875;44,445;44,86
10/05/2001;44,65;44,69;44,015;44,05
11/05/2001;44,05;44,05;43,325;43,82
14/05/2001;44,1;44,72;44,05;44,53
15/05/2001;44,53;44,77;44,325;44,725
16/05/2001;44,725;45;44,52;44,75
17/05/2001;44,575;44,58;44,135;44,365
18/05/2001;44,475;45,125;44,4;45,1
21/05/2001;45,225;45,325;44,36;44,375
22/05/2001;44,4;44,51;44,24;44,405
23/05/2001;44,405;44,405;43,49;43,635
24/05/2001;43,925;44,08;43,65;43,965
25/05/2001;43,865;44,34;43,855;44,05
29/05/2001;44,45;44,61;43,9;43,9
30/05/2001;44,2;45;43,995;44,435
31/05/2001;44,15;44,67;44,15;44,375
01/06/2001;44,5;44,55;44,085;44,475
04/06/2001;44,9;45,425;44,855;45,415
05/06/2001;45,415;45,835;44,915;45,775
06/06/2001;45,275;45,375;44,61;44,7
07/06/2001;44,825;44,99;44,475;44,59
08/06/2001;44,5;44,76;44,195;44,695
11/06/2001;44,75;45,25;44,65;44,85
12/06/2001;45,24;45,24;44,705;45,06
13/06/2001;45,185;45,36;44,75;44,99
14/06/2001;44,5;44,9;44,275;44,425
15/06/2001;44,4;45,14;44,375;44,45
18/06/2001;44,61;44,61;44,16;44,25
19/06/2001;44,375;44,44;44,025;44,185
20/06/2001;43,95;44,575;43,85;43,865
21/06/2001;43,85;44,205;43,355;44,205
22/06/2001;44,25;44,51;43,925;44,455
25/06/2001;44,01;44,565;44,01;44,26
26/06/2001;44,2;44,5;44,19;44,28
27/06/2001;44,025;44,075;43,605;43,61
28/06/2001;43,175;43,515;43,08;43,41
29/06/2001;43,41;43,955;43,275;43,675
02/07/2001;44,125;44,4;43,725;43,85
03/07/2001;43,825;43,825;43,43;43,67
05/07/2001;43,75;44,095;43,43;43,5
06/07/2001;43,8;43,9;43,15;43,4
09/07/2001;43,525;43,525;43,09;43,36
10/07/2001;43,25;43,315;42,875;42,88
11/07/2001;42,75;42,88;42,025;42,475
12/07/2001;42,075;42,96;42,05;42,725
13/07/2001;42,725;43,49;42,665;42,99
16/07/2001;43,075;43,495;42,78;42,995
17/07/2001;43,11;43,295;42,475;42,65
18/07/2001;42,25;42,375;41,725;42,125
19/07/2001;43,2;43,55;42,6;43,08
20/07/2001;43,15;43,6;43,15;43,36
23/07/2001;43,5;43,72;42,15;42,5
24/07/2001;42,48;42,48;40,52;40,97
25/07/2001;41,4;42,4;41,15;42,13
26/07/2001;41,3;42,75;41,29;42,72
27/07/2001;42,55;42,95;41,86;42,73
30/07/2001;42,4;42,7;42,16;42,41
31/07/2001;42,2;42,89;41,75;41,76
01/08/2001;42,45;42,49;41,51;41,6
02/08/2001;41,52;41,9;41,39;41,73
03/08/2001;41,9;41,92;40,8;41,26
06/08/2001;41,26;41,35;40,73;40,85
07/08/2001;41;41,4;40,88;41,38
08/08/2001;41,75;41,95;40,99;41,25
09/08/2001;40,8;41,24;40,6;40,95
10/08/2001;41,3;41,8;40,75;41,35
13/08/2001;41,4;41,79;41,26;41,4
14/08/2001;41,46;41,7;40,82;41,15
15/08/2001;41,5;41,85;41;41,5
16/08/2001;41,35;41,64;40,86;41,29
17/08/2001;41,29;41,29;40,18;40,47
20/08/2001;40,42;40,87;40,35;40,75
21/08/2001;40,85;41;40,05;40,39
22/08/2001;40,85;41,25;40,62;40,71
23/08/2001;40,51;41,24;40,51;40,89
24/08/2001;41,14;41,7;40,72;41,7
27/08/2001;41,7;41,77;41;41,05
28/08/2001;41,1;41,23;40,5;40,51
29/08/2001;40,97;41,17;40,38;40,38
30/08/2001;40,79;41,26;40,15;40,15
31/08/2001;40,47;40,89;40,11;40,15
04/09/2001;40,6;41,35;40,51;40,75
05/09/2001;40,85;41,3;40,1;41,22
06/09/2001;41,19;41,5;40,6;40,9
07/09/2001;40,48;41,29;40,35;40,9
10/09/2001;40,7;41,35;40,4;41,24
17/09/2001;41,24;41,45;39,77;40,15
18/09/2001;40,15;40,25;39,02;39,48
19/09/2001;39,48;39,49;36,13;38,41
20/09/2001;37,45;37,75;36,8;37,02
21/09/2001;35,5;37,05;35,01;35,83
24/09/2001;36;36,85;35,4;35,86
25/09/2001;35,61;36,3;35,25;36,28
26/09/2001;36,75;36,95;35,78;36,01
27/09/2001;36,7;38,55;36,5;38,42
28/09/2001;39,5;39,6;38,9;39,4
01/10/2001;39,25;39,75;38,05;39,09
02/10/2001;39,08;39,99;38,6;39,99
03/10/2001;39,6;40,05;39;39,84
04/10/2001;39,7;41,29;39,66;40,58
05/10/2001;41,15;41,29;39,96;40,69
08/10/2001;40,39;41,26;40,02;40,94
09/10/2001;41,2;41,25;40,38;41,06
10/10/2001;41,06;42,49;40,9;42,28
11/10/2001;42,28;42,7;41,77;42,09
12/10/2001;42,09;42,54;41,51;42,29
15/10/2001;41,95;42,19;41,41;41,65
16/10/2001;41,66;42;41,32;41,75
17/10/2001;41,8;42,35;41,42;41,44
18/10/2001;40,8;41,26;40,16;40,4
19/10/2001;40,29;40,9;39,61;40,54
22/10/2001;40,49;41,34;40,2;41,12
23/10/2001;40,68;41,52;40,46;40,87
24/10/2001;40,5;40,54;39,78;39,86
25/10/2001;39,3;40,59;39,3;40,56
26/10/2001;40,4;41,2;40,3;41,06
29/10/2001;40,63;40,99;40,48;40,68
30/10/2001;39,75;40,07;39,27;39,46
31/10/2001;39,46;40,39;39,35;39,45
01/11/2001;39,45;40,53;39,05;40,49
02/11/2001;39,8;39,93;39,37;39,76
05/11/2001;40;40,09;39;39,39
06/11/2001;38,85;39,49;38,26;39,47
07/11/2001;39;39,53;38,65;39,08
08/11/2001;39,28;39,64;39,15;39,5
09/11/2001;39,9;40,4;39,81;40,25
12/11/2001;39,4;40,219;39,4;40,06
